단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,,건축년도,도로명,매칭 구,건설수주_건축(단위 백만원),건설수주_주택(단위 백만원),매매가격지수(아파트),경상수지(백만불),무역수지(백만불),대출금액(아파트)(억원),대출잔액(아파트)(억원),서울_신규_분양세대(단위: 세대),아파트 동(호)수_(단위: 호),아파트 건물면적_(천),생산자물가지수 총지수 ,전규모(1인이상) 전체임금총액[원],소비자물가지수 총지수 ,"소비자물가지수 주택, 수도, 전기 및 연료",가계대출 (연리%),경기종합지수(2020=100),경제활동인구_ 실업률(단위: %),경제활동인구_고용률(단위: %),경제활동인구_취업자(단위: 천명),국제 주요국 주가지수(KOSPI),예금은행 대출금리(신규취급액 기준)_대출평균(연%),예금은행 대출금리(잔액 기준)_총대출(연리%),주택매매가격지수(KB)_서울,소비자물가지수_총지수(가중치:1000?),"원화의 대미달러, 원화의 대위안/대엔 환율(원/달러(종가)_원",경기종합지수,S&P 500_close,S&P 500_change_rate,NASDAQ_close,NASDAQ_change_rate,DOW Jones_close,DOW Jones_change_rate,KRX300_close,KRX300_change_rate,KOSPI_close,KOSPI_change_rate,KOSDAQ_close,KOSDAQ_change_rate,평당가
안암동삼성래미안,59.6983,202001,4,"61,000",7,,2005,고려대로,성북구,"7,008,973","3,937,153",94.2,185,385,"51,355.40","37,574.53",0,10491,811914.4,104.08,4091969,100.09,100.17,2.95,98.3,4.1,60,"26,800","2,119.01",3.19,3.38,80.516,100.09,"1,166.68",98.3,3278.202858,0.031936212,9233.35998,0.051804213,28879.99433,0.025312899,1291.81,-3.35,2119.01,-3.58,642.48,-4.08,3371.955315
안암동삼성래미안,84.8681,202002,5,"71,700",15,,2005,고려대로,성북구,"9,277,921","4,933,751",94.3,"6,708","3,935","46,673.00","35,063.78",67,9522,709365.6,103.74,3403361,100.16,100.76,2.9,98.6,4.1,60,"26,838","1,987.01",3.08,3.35,80.798,100.16,"1,195.16",98.6,3277.314183,-0.000271086,9418.850021,0.020089116,28519.7316,-0.012474474,1220.65,-5.51,1987.01,-6.23,610.73,-4.94,2787.973337
안암동삼성래미안,84.8681,202002,20,"72,700",13,,2005,고려대로,성북구,"9,277,921","4,933,751",94.3,"6,708","3,935","46,673.00","35,063.78",67,9522,709365.6,103.74,3403361,100.16,100.76,2.9,98.6,4.1,60,"26,838","1,987.01",3.08,3.35,80.798,100.16,"1,195.16",98.6,3277.314183,-0.000271086,9418.850021,0.020089116,28519.7316,-0.012474474,1220.65,-5.51,1987.01,-6.23,610.73,-4.94,2826.857205
안암동삼성래미안,114.926,202002,24,"73,000",10,,2005,고려대로,성북구,"9,277,921","4,933,751",94.3,"6,708","3,935","46,673.00","35,063.78",67,9522,709365.6,103.74,3403361,100.16,100.76,2.9,98.6,4.1,60,"26,838","1,987.01",3.08,3.35,80.798,100.16,"1,195.16",98.6,3277.314183,-0.000271086,9418.850021,0.020089116,28519.7316,-0.012474474,1220.65,-5.51,1987.01,-6.23,610.73,-4.94,2096.131424
안암동삼성래미안,59.6983,202002,28,"60,600",14,,2005,고려대로,성북구,"9,277,921","4,933,751",94.3,"6,708","3,935","46,673.00","35,063.78",67,9522,709365.6,103.74,3403361,100.16,100.76,2.9,98.6,4.1,60,"26,838","1,987.01",3.08,3.35,80.798,100.16,"1,195.16",98.6,3277.314183,-0.000271086,9418.850021,0.020089116,28519.7316,-0.012474474,1220.65,-5.51,1987.01,-6.23,610.73,-4.94,3349.844133
안암동삼성래미안,59.6983,202002,28,"60,600",14,,2005,고려대로,성북구,"9,277,921","4,933,751",94.3,"6,708","3,935","46,673.00","35,063.78",67,9522,709365.6,103.74,3403361,100.16,100.76,2.9,98.6,4.1,60,"26,838","1,987.01",3.08,3.35,80.798,100.16,"1,195.16",98.6,3277.314183,-0.000271086,9418.850021,0.020089116,28519.7316,-0.012474474,1220.65,-5.51,1987.01,-6.23,610.73,-4.94,3349.844133
안암동삼성래미안,114.926,202005,15,"85,000",9,,2005,고려대로,성북구,"10,945,748","8,624,217",94.1,"1,942",193,"18,127.48","14,229.75",573,4328,325410.1,101.96,3287099,99.44,100.2,2.81,98.5,4.5,60.2,"26,930","2,029.60",2.82,3.14,81.326,99.44,"1,230.06",98.5,2919.608484,0.057072655,9105.655469,0.098071437,24271.02139,0.04194753,1238.06,4.26,2029.6,4.21,713.68,10.62,2440.700973
안암동삼성래미안,59.6983,202005,23,"63,500",4,,2005,고려대로,성북구,"10,945,748","8,624,217",94.1,"1,942",193,"18,127.48","14,229.75",573,4328,325410.1,101.96,3287099,99.44,100.2,2.81,98.5,4.5,60.2,"26,930","2,029.60",2.82,3.14,81.326,99.44,"1,230.06",98.5,2919.608484,0.057072655,9105.655469,0.098071437,24271.02139,0.04194753,1238.06,4.26,2029.6,4.21,713.68,10.62,3510.150205
안암동삼성래미안,84.8681,202006,10,"74,500",3,,2005,고려대로,성북구,"16,637,293","10,008,122",94.3,"7,039","3,419","18,057.24","14,481.64",993,11106,852532.6,102.48,3351376,99.71,100.29,2.67,99,4.3,60.4,"27,055","2,108.33",2.72,3.05,81.755,99.71,"1,207.83",99,3104.660933,0.063382625,9839.971325,0.080643931,26062.27015,0.073801952,1294.84,4.59,2108.33,3.88,737.97,3.4,2896.848168
안암동삼성래미안,59.6983,202006,12,"66,400",11,,2005,고려대로,성북구,"16,637,293","10,008,122",94.3,"7,039","3,419","18,057.24","14,481.64",993,11106,852532.6,102.48,3351376,99.71,100.29,2.67,99,4.3,60.4,"27,055","2,108.33",2.72,3.05,81.755,99.71,"1,207.83",99,3104.660933,0.063382625,9839.971325,0.080643931,26062.27015,0.073801952,1294.84,4.59,2108.33,3.88,737.97,3.4,3670.456278
안암동삼성래미안,59.6983,202006,13,"65,000",8,,2005,고려대로,성북구,"16,637,293","10,008,122",94.3,"7,039","3,419","18,057.24","14,481.64",993,11106,852532.6,102.48,3351376,99.71,100.29,2.67,99,4.3,60.4,"27,055","2,108.33",2.72,3.05,81.755,99.71,"1,207.83",99,3104.660933,0.063382625,9839.971325,0.080643931,26062.27015,0.073801952,1294.84,4.59,2108.33,3.88,737.97,3.4,3593.067139
안암동삼성래미안,84.8681,202006,15,"77,250",8,,2005,고려대로,성북구,"16,637,293","10,008,122",94.3,"7,039","3,419","18,057.24","14,481.64",993,11106,852532.6,102.48,3351376,99.71,100.29,2.67,99,4.3,60.4,"27,055","2,108.33",2.72,3.05,81.755,99.71,"1,207.83",99,3104.660933,0.063382625,9839.971325,0.080643931,26062.27015,0.073801952,1294.84,4.59,2108.33,3.88,737.97,3.4,3003.778805
안암동삼성래미안,114.926,202006,24,"82,500",12,,2005,고려대로,성북구,"16,637,293","10,008,122",94.3,"7,039","3,419","18,057.24","14,481.64",993,11106,852532.6,102.48,3351376,99.71,100.29,2.67,99,4.3,60.4,"27,055","2,108.33",2.72,3.05,81.755,99.71,"1,207.83",99,3104.660933,0.063382625,9839.971325,0.080643931,26062.27015,0.073801952,1294.84,4.59,2108.33,3.88,737.97,3.4,2368.91565
안암동삼성래미안,114.926,202006,24,"82,500",12,,2005,고려대로,성북구,"16,637,293","10,008,122",94.3,"7,039","3,419","18,057.24","14,481.64",993,11106,852532.6,102.48,3351376,99.71,100.29,2.67,99,4.3,60.4,"27,055","2,108.33",2.72,3.05,81.755,99.71,"1,207.83",99,3104.660933,0.063382625,9839.971325,0.080643931,26062.27015,0.073801952,1294.84,4.59,2108.33,3.88,737.97,3.4,2368.91565
