mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_batch_size,param_l1_reg,param_l2_reg,param_learning_rate,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
17.721153179804485,0.20173319844313586,0.21019967397054037,0.022037502086825048,32,0.001,0.001,0.01,"{'batch_size': 32, 'l1_reg': 0.001, 'l2_reg': 0.001, 'learning_rate': 0.01}",-0.20060009535159917,-0.20389172379914952,-0.20031100093085327,-0.20160094002720066,0.001624122658215774,59
18.285896460215252,0.6888363599646321,0.1628283659617106,0.011203160420738736,32,0.001,0.001,0.001,"{'batch_size': 32, 'l1_reg': 0.001, 'l2_reg': 0.001, 'learning_rate': 0.001}",-0.2011806554233369,-0.20184604608612647,-0.198928187362893,-0.20065162962411878,0.0012485661387811183,53
579.1590295632681,792.8641505663725,0.18058323860168457,0.05491385643921906,32,0.001,0.001,0.0001,"{'batch_size': 32, 'l1_reg': 0.001, 'l2_reg': 0.001, 'learning_rate': 0.0001}",-0.21325200778313258,-0.2858487191156502,-0.21133423179338592,-0.23681165289738956,0.034683279964629166,80
30.35321060816447,0.3820629190220981,0.2538268566131592,0.027501604124699715,32,0.001,0.0001,0.1,"{'batch_size': 32, 'l1_reg': 0.001, 'l2_reg': 0.0001, 'learning_rate': 0.1}",-0.1983993752714762,-0.20522188396696062,-0.19422917413814716,-0.19928347779219466,0.004531088559090301,42
30.922534783681233,1.080341449762581,0.2310920556386312,0.019662483749131474,32,0.001,0.0001,0.01,"{'batch_size': 32, 'l1_reg': 0.001, 'l2_reg': 0.0001, 'learning_rate': 0.01}",-0.19404538685102243,-0.20345290589218265,-0.19907793965756934,-0.19885874413359148,0.0038437298409875237,37
31.018247922261555,0.6779009157604431,0.25006572405497235,0.005508122826237549,32,0.001,0.0001,0.001,"{'batch_size': 32, 'l1_reg': 0.001, 'l2_reg': 0.0001, 'learning_rate': 0.001}",-0.19861796845146235,-0.19755727147322244,-0.19940832675346154,-0.19852785555938213,0.0007583717921154336,35
30.59557541211446,0.3642441733520245,0.26820071538289386,0.00262612024320416,32,0.001,0.0001,0.0001,"{'batch_size': 32, 'l1_reg': 0.001, 'l2_reg': 0.0001, 'learning_rate': 0.0001}",-0.22509286312078722,-0.21349495383141182,-0.20178035578737583,-0.2134560575798583,0.009517331006515733,77
30.908872365951538,0.004641881315475967,0.24143544832865396,0.007956131125607729,32,0.0001,0.01,0.1,"{'batch_size': 32, 'l1_reg': 0.0001, 'l2_reg': 0.01, 'learning_rate': 0.1}",-0.19777981478304915,-0.20958731584179904,-0.19166684517891283,-0.19967799193458702,0.007438105698308167,48
31.70458992322286,0.5576472857156504,0.2559623718261719,0.004894374138828349,32,0.0001,0.01,0.01,"{'batch_size': 32, 'l1_reg': 0.0001, 'l2_reg': 0.01, 'learning_rate': 0.01}",-0.19270185047932376,-0.19486590214553792,-0.1935379853954473,-0.1937019126734363,0.0008910420932304471,11
30.195266008377075,0.7314426576271628,0.2589893341064453,0.014612085483067572,32,0.0001,0.01,0.001,"{'batch_size': 32, 'l1_reg': 0.0001, 'l2_reg': 0.01, 'learning_rate': 0.001}",-0.19709185902746057,-0.1998248378239507,-0.19517163099230475,-0.19736277594790533,0.001909298376866324,25
30.07836691538493,0.447512265847562,0.2515396277109782,0.01690395815378144,32,0.0001,0.01,0.0001,"{'batch_size': 32, 'l1_reg': 0.0001, 'l2_reg': 0.01, 'learning_rate': 0.0001}",-0.2985633570407672,-0.27530503968006215,-0.2657602589621174,-0.27987621856098227,0.01377637030475025,84
31.233504851659138,0.46043807929425673,0.2648465633392334,0.008712346049114607,32,0.0001,0.001,0.1,"{'batch_size': 32, 'l1_reg': 0.0001, 'l2_reg': 0.001, 'learning_rate': 0.1}",-0.19932828582116036,-0.19660392080028755,-0.1917744307032667,-0.19590221244157155,0.0031235106051846024,18
31.03659216562907,0.6621278853888733,0.2457758585611979,0.010574469572896079,32,0.0001,0.001,0.01,"{'batch_size': 32, 'l1_reg': 0.0001, 'l2_reg': 0.001, 'learning_rate': 0.01}",-0.1920130965669098,-0.19336416171022713,-0.18912472092358548,-0.19150065973357414,0.0017682681125854006,1
31.176555077234905,0.3330480739334428,0.2618812719980876,0.0025897632478730608,32,0.0001,0.001,0.001,"{'batch_size': 32, 'l1_reg': 0.0001, 'l2_reg': 0.001, 'learning_rate': 0.001}",-0.19534489349558465,-0.19906337684247571,-0.19280749952496679,-0.19573858995434237,0.0025690786842964366,17
31.850897153218586,0.8405439915432086,0.23033459981282553,0.019099080945831445,32,0.0001,0.001,0.0001,"{'batch_size': 32, 'l1_reg': 0.0001, 'l2_reg': 0.001, 'learning_rate': 0.0001}",-0.27788054618398017,-0.2719575108936423,-0.2566157544032594,-0.26881793716029395,0.008960674631957146,82
30.023521502812702,0.4385128784765354,0.2380049228668213,0.0076890866548160255,32,0.0001,0.0001,0.1,"{'batch_size': 32, 'l1_reg': 0.0001, 'l2_reg': 0.0001, 'learning_rate': 0.1}",-0.19452382881460173,-0.19608192384656845,-0.19304662448700072,-0.19455079238272363,0.0012393024452092565,15
31.13504632314046,0.15463517916545624,0.24000239372253418,0.010777791737291216,32,0.0001,0.0001,0.01,"{'batch_size': 32, 'l1_reg': 0.0001, 'l2_reg': 0.0001, 'learning_rate': 0.01}",-0.19462381558530004,-0.19493743287980725,-0.198744727462524,-0.1961019919758771,0.0018730771635894858,20
32.19647669792175,0.9142380209243945,0.2381610870361328,0.012923267197998686,32,0.0001,0.0001,0.001,"{'batch_size': 32, 'l1_reg': 0.0001, 'l2_reg': 0.0001, 'learning_rate': 0.001}",-0.1951369877869685,-0.19490356635346048,-0.19174439038111998,-0.1939283148405163,0.001547205206098495,13
30.41101837158203,1.1084554261800366,0.23233278592427573,0.010413830284423239,32,0.0001,0.0001,0.0001,"{'batch_size': 32, 'l1_reg': 0.0001, 'l2_reg': 0.0001, 'learning_rate': 0.0001}",-0.22849442879810902,-0.3005414636540047,-0.24199226996409967,-0.25700938747207114,0.03127117065890806,81
16.322938283284504,0.3688758192460278,0.17049312591552734,0.01372960131213795,64,0.01,0.01,0.1,"{'batch_size': 64, 'l1_reg': 0.01, 'l2_reg': 0.01, 'learning_rate': 0.1}",-0.20334302624554224,-0.1976407566961982,-0.19727342794954367,-0.19941907029709469,0.002778705371936995,44
16.595338582992554,0.38697929528062874,0.16563844680786133,0.008410217093429914,64,0.01,0.01,0.01,"{'batch_size': 64, 'l1_reg': 0.01, 'l2_reg': 0.01, 'learning_rate': 0.01}",-0.1988111331001518,-0.20092540532804967,-0.19801515406375964,-0.199250564163987,0.0012280649684830638,40
16.69576899210612,0.12046345437718439,0.1854985555013021,0.013116451436754831,64,0.01,0.01,0.001,"{'batch_size': 64, 'l1_reg': 0.01, 'l2_reg': 0.01, 'learning_rate': 0.001}",-0.29997499650569354,-0.31352870245614245,-0.3012312857167131,-0.3049116615595164,0.006114715093173514,86
16.17615000406901,0.2187599252689756,0.1724414825439453,0.008530249122610717,64,0.01,0.01,0.0001,"{'batch_size': 64, 'l1_reg': 0.01, 'l2_reg': 0.01, 'learning_rate': 0.0001}",-1.5634729699867953,-1.6123702381638325,-1.960113741158179,-1.7119856497696022,0.17658500882180928,99
16.45125349362691,0.6939265119841882,0.17981354395548502,0.0024541379487669664,64,0.01,0.001,0.1,"{'batch_size': 64, 'l1_reg': 0.01, 'l2_reg': 0.001, 'learning_rate': 0.1}",-0.20179424682922947,-0.20461858776023487,-0.1975603515592551,-0.20132439538290647,0.0029006027940658746,56
16.458426396052044,0.5847907384639173,0.17169960339864096,0.009294797361464968,64,0.01,0.001,0.01,"{'batch_size': 64, 'l1_reg': 0.01, 'l2_reg': 0.001, 'learning_rate': 0.01}",-0.20285136101895654,-0.2059576761617086,-0.2011897489192565,-0.20333292869997388,0.001976058892658063,64
16.395922025044758,0.27458029106548076,0.18410849571228027,0.026633682106638572,64,0.01,0.001,0.001,"{'batch_size': 64, 'l1_reg': 0.01, 'l2_reg': 0.001, 'learning_rate': 0.001}",-0.20802959012622757,-0.20680913798399742,-0.20388643943263232,-0.20624172251428577,0.001738369859746148,73
16.22239112854004,0.31184594461508164,0.18155932426452637,0.01045617803837474,64,0.01,0.001,0.0001,"{'batch_size': 64, 'l1_reg': 0.01, 'l2_reg': 0.001, 'learning_rate': 0.0001}",-1.2351709988462556,-1.084832523629859,-1.2889567259888177,-1.2029867494883109,0.08638495982990348,98
15.720593770345053,0.41062448465993756,0.17389249801635742,0.012402257733812047,64,0.01,0.0001,0.1,"{'batch_size': 64, 'l1_reg': 0.01, 'l2_reg': 0.0001, 'learning_rate': 0.1}",-0.200338849999363,-0.21244405606754896,-0.19844002923875056,-0.20374097843522085,0.006202636551014991,67
16.76574436823527,0.04763174338899678,0.17682679494222006,0.00862874261961458,64,0.01,0.0001,0.01,"{'batch_size': 64, 'l1_reg': 0.01, 'l2_reg': 0.0001, 'learning_rate': 0.01}",-0.19693374963674304,-0.19802378027545686,-0.19308617650320786,-0.19601456880513593,0.0021179632989938475,19
16.64340289433797,0.3248736756369158,0.17432467142740884,0.007307666588340517,64,0.01,0.0001,0.001,"{'batch_size': 64, 'l1_reg': 0.01, 'l2_reg': 0.0001, 'learning_rate': 0.001}",-0.19965683253748803,-0.20264191895641984,-0.19673171333997364,-0.19967682161129385,0.002412872738662604,47
17.063058296839397,0.429927312498925,0.18759520848592123,0.00672340540833303,64,0.01,0.0001,0.0001,"{'batch_size': 64, 'l1_reg': 0.01, 'l2_reg': 0.0001, 'learning_rate': 0.0001}",-1.1881782685300137,-1.073940914113631,-1.3161521851017057,-1.1927571225817835,0.09893533031475732,97
15.973257541656494,0.3007945912621001,0.2084179719289144,0.057093378095308504,64,0.001,0.01,0.1,"{'batch_size': 64, 'l1_reg': 0.001, 'l2_reg': 0.01, 'learning_rate': 0.1}",-0.19654102002402457,-0.19800912335474338,-0.20241104941027546,-0.19898706426301446,0.0024942049586878802,39
15.619186957677206,0.18591065352984854,0.17424527804056802,0.013066554628269035,64,0.001,0.01,0.01,"{'batch_size': 64, 'l1_reg': 0.001, 'l2_reg': 0.01, 'learning_rate': 0.01}",-0.20074299609398563,-0.20743386071407693,-0.2012902481529636,-0.20315570165367539,0.003033354019737426,63
16.640050888061523,0.27076812511395837,0.17223874727884927,0.010874754795799461,64,0.001,0.01,0.001,"{'batch_size': 64, 'l1_reg': 0.001, 'l2_reg': 0.01, 'learning_rate': 0.001}",-0.20165721904059852,-0.2020948446743806,-0.19640404382236368,-0.20005203584578093,0.0025856995702030995,51
16.27310887972514,0.21142611387065785,0.18276421229044595,0.0026906506564524594,64,0.001,0.01,0.0001,"{'batch_size': 64, 'l1_reg': 0.001, 'l2_reg': 0.01, 'learning_rate': 0.0001}",-0.8055101620145061,-0.8037415350872893,-0.9314583890826498,-0.8469033620614818,0.0597937926333203,96
16.597023487091064,0.1560215027266116,0.17254320780436197,0.017770565992408976,64,0.001,0.001,0.1,"{'batch_size': 64, 'l1_reg': 0.001, 'l2_reg': 0.001, 'learning_rate': 0.1}",-0.19828582891143365,-0.20172518248390653,-0.19393615723554758,-0.19798238954362923,0.003187086984206053,28
16.41821591059367,1.0611249989108886,0.1854113737742106,0.019731624711872363,64,0.001,0.001,0.01,"{'batch_size': 64, 'l1_reg': 0.001, 'l2_reg': 0.001, 'learning_rate': 0.01}",-0.20090636150129454,-0.2037564697560367,-0.1996025470522929,-0.2014217927698747,0.0017345547942997088,57
16.453470786412556,0.5259246044437776,0.16893362998962402,0.00887340495233098,64,0.001,0.001,0.001,"{'batch_size': 64, 'l1_reg': 0.001, 'l2_reg': 0.001, 'learning_rate': 0.001}",-0.19912170957848488,-0.24393417099187975,-0.19717938637262805,-0.21341175564766424,0.021597168544242165,76
15.225515524546305,0.12408666230324852,0.1681979497273763,0.010689239736794537,64,0.001,0.001,0.0001,"{'batch_size': 64, 'l1_reg': 0.001, 'l2_reg': 0.001, 'learning_rate': 0.0001}",-0.39108521520683825,-0.5042779437079894,-0.4750537535724768,-0.45680563749576814,0.047978423981658,93
16.759787638982136,0.5043611986000791,0.17961684862772623,0.01446209720109692,64,0.001,0.0001,0.1,"{'batch_size': 64, 'l1_reg': 0.001, 'l2_reg': 0.0001, 'learning_rate': 0.1}",-0.19368276656108824,-0.19520163095839016,-0.196059245269786,-0.19498121426308812,0.0009826326553021862,16
16.64857093493144,0.4670391474099378,0.17047762870788574,0.01004160921133992,64,0.001,0.0001,0.01,"{'batch_size': 64, 'l1_reg': 0.001, 'l2_reg': 0.0001, 'learning_rate': 0.01}",-0.1942015868888399,-0.19519530546631786,-0.19040443971478543,-0.19326711068998104,0.002064466514942271,9
16.169679244359333,0.33737736818565545,0.18753735224405924,0.008915177271474183,64,0.001,0.0001,0.001,"{'batch_size': 64, 'l1_reg': 0.001, 'l2_reg': 0.0001, 'learning_rate': 0.001}",-0.19817131382590936,-0.20011252149148098,-0.19950327849358118,-0.19926237127032384,0.0008105960843238275,41
16.27194555600484,0.5910577203970905,0.17494853337605795,0.009473614187994075,64,0.001,0.0001,0.0001,"{'batch_size': 64, 'l1_reg': 0.001, 'l2_reg': 0.0001, 'learning_rate': 0.0001}",-0.36365161877123936,-0.5232086500437189,-0.3607016769642391,-0.4158539819263991,0.07592076621540414,91
16.625286102294922,0.44256213547724904,0.17024525006612143,0.00506672871679842,64,0.0001,0.01,0.1,"{'batch_size': 64, 'l1_reg': 0.0001, 'l2_reg': 0.01, 'learning_rate': 0.1}",-0.19322183461827355,-0.19837633298302487,-0.18952367919059432,-0.19370728226396425,0.0036303456543134425,12
16.193144877751667,0.48595626931885194,0.1742262045542399,0.0028050201766739737,64,0.0001,0.01,0.01,"{'batch_size': 64, 'l1_reg': 0.0001, 'l2_reg': 0.01, 'learning_rate': 0.01}",-0.19375611231572068,-0.1953417524295999,-0.18924254344020175,-0.19278013606184077,0.0025838582017584824,6
16.24655548731486,0.6309419441016729,0.18650372823079428,0.013007426643144701,64,0.0001,0.01,0.001,"{'batch_size': 64, 'l1_reg': 0.0001, 'l2_reg': 0.01, 'learning_rate': 0.001}",-0.199515354870432,-0.20260261560953424,-0.19710527350262094,-0.19974108132752907,0.0022499491676014494,49
16.322999238967896,0.2009117749829566,0.16834441820780435,0.006496933363450712,64,0.0001,0.01,0.0001,"{'batch_size': 64, 'l1_reg': 0.0001, 'l2_reg': 0.01, 'learning_rate': 0.0001}",-0.8831449612195965,-0.8338973043869797,-0.756347671649847,-0.8244633124188078,0.052192836762020516,95
15.847297191619873,0.07083648949076694,0.16298317909240723,0.009406862745985038,64,0.0001,0.001,0.1,"{'batch_size': 64, 'l1_reg': 0.0001, 'l2_reg': 0.001, 'learning_rate': 0.1}",-0.22459523080276783,-0.20253207260598577,-0.1913603093295558,-0.20616253757943648,0.013808818638228536,72
14.97583039601644,0.6262002592284649,0.16718475023905435,0.012570618276041815,64,0.0001,0.001,0.01,"{'batch_size': 64, 'l1_reg': 0.0001, 'l2_reg': 0.001, 'learning_rate': 0.01}",-0.1936009814535447,-0.1937725889489367,-0.19094229339678492,-0.19277195459975546,0.001295661316692581,5
17.161573092142742,0.26907776738373185,0.17271296183268228,0.006954959054679785,64,0.0001,0.001,0.001,"{'batch_size': 64, 'l1_reg': 0.0001, 'l2_reg': 0.001, 'learning_rate': 0.001}",-0.1986962213194578,-0.20006739500597193,-0.19573374031251212,-0.19816578554598063,0.001808528376493775,31
16.263994932174683,0.1989692390881108,0.17789951960245767,0.003754559167851672,64,0.0001,0.001,0.0001,"{'batch_size': 64, 'l1_reg': 0.0001, 'l2_reg': 0.001, 'learning_rate': 0.0001}",-0.3925697773632594,-0.45795879882173035,-0.4049479908442186,-0.4184921890097361,0.028360947442850587,92
16.122625430425007,0.20172475268436463,0.1657238801320394,0.005958244133761907,64,0.0001,0.0001,0.1,"{'batch_size': 64, 'l1_reg': 0.0001, 'l2_reg': 0.0001, 'learning_rate': 0.1}",-0.20175981035113993,-0.1946073469737001,-0.19865862931532768,-0.19834192888005595,0.0029285556696866215,33
17.130139589309692,0.49511528010272665,0.17801777521769205,0.00737072968348908,64,0.0001,0.0001,0.01,"{'batch_size': 64, 'l1_reg': 0.0001, 'l2_reg': 0.0001, 'learning_rate': 0.01}",-0.1954869456473326,-0.19484073032722574,-0.18852598950047894,-0.19295122182501243,0.003140213305340602,8
15.722664594650269,0.5230837727243967,0.177691380182902,0.0010316075994778139,64,0.0001,0.0001,0.001,"{'batch_size': 64, 'l1_reg': 0.0001, 'l2_reg': 0.0001, 'learning_rate': 0.001}",-0.19644091817921117,-0.19896588742020344,-0.19429746055470482,-0.1965680887180398,0.0019079974858625635,23
16.38933563232422,0.16051041846966757,0.17607537905375162,0.007938770722390628,64,0.0001,0.0001,0.0001,"{'batch_size': 64, 'l1_reg': 0.0001, 'l2_reg': 0.0001, 'learning_rate': 0.0001}",-0.3417255432170183,-0.4144627286478804,-0.4448406735392979,-0.4003429818013989,0.043264365349185624,90
9.095836718877157,0.29465287853747113,0.14658196767171225,0.0061472208667876695,128,0.01,0.01,0.1,"{'batch_size': 128, 'l1_reg': 0.01, 'l2_reg': 0.01, 'learning_rate': 0.1}",-0.19793638158760557,-0.20240655312271028,-0.2008727232251556,-0.20040521931182384,0.001854638926233439,52
9.008392333984375,0.18804536646924733,0.13324848810831705,0.0022531535140227826,128,0.01,0.01,0.01,"{'batch_size': 128, 'l1_reg': 0.01, 'l2_reg': 0.01, 'learning_rate': 0.01}",-0.2090487964071717,-0.2112530848413089,-0.22237677263271577,-0.21422621796039878,0.005833145405070288,78
9.000673055648804,0.13321516706708594,0.14386359850565592,0.008380789023325874,128,0.01,0.01,0.001,"{'batch_size': 128, 'l1_reg': 0.01, 'l2_reg': 0.01, 'learning_rate': 0.001}",-0.3191891271062139,-0.33148782866829835,-0.32373286722707284,-0.3248032743338617,0.005077653234779674,88
8.754099527994791,0.23160608965230764,0.14858158429463705,0.012327094250384751,128,0.01,0.01,0.0001,"{'batch_size': 128, 'l1_reg': 0.01, 'l2_reg': 0.01, 'learning_rate': 0.0001}",-3.1760858217192895,-3.0386119183895515,-3.1640458366238464,-3.126247858910896,0.06216260324648615,108
8.66313362121582,0.15739914714469383,0.12953035036722818,0.004442974249488544,128,0.01,0.001,0.1,"{'batch_size': 128, 'l1_reg': 0.01, 'l2_reg': 0.001, 'learning_rate': 0.1}",-0.20347947104337435,-0.19846946571445598,-0.19751579691686688,-0.19982157789156574,0.002615658970687889,50
8.844120740890503,0.5694049390139282,0.13285024960835776,0.0012869082599622484,128,0.01,0.001,0.01,"{'batch_size': 128, 'l1_reg': 0.01, 'l2_reg': 0.001, 'learning_rate': 0.01}",-0.2009356404418681,-0.2037149522031901,-0.20074167865997933,-0.20179742376834583,0.001358207585271998,60
8.956317583719889,0.187294583015286,0.13893254597981772,0.0016121638701475296,128,0.01,0.001,0.001,"{'batch_size': 128, 'l1_reg': 0.01, 'l2_reg': 0.001, 'learning_rate': 0.001}",-0.2741611708723651,-0.3136740791725391,-0.23802189836940157,-0.27528571613810193,0.030895108206194177,83
8.959278504053751,0.30432735635131614,0.13659151395161948,0.006977966112437435,128,0.01,0.001,0.0001,"{'batch_size': 128, 'l1_reg': 0.01, 'l2_reg': 0.001, 'learning_rate': 0.0001}",-3.0646978041180155,-2.9757390652626516,-3.13592422688181,-3.0587870320874924,0.06552874392324118,107
9.443055788675943,1.275180994614536,0.189925750096639,0.05037680726897372,128,0.01,0.0001,0.1,"{'batch_size': 128, 'l1_reg': 0.01, 'l2_reg': 0.0001, 'learning_rate': 0.1}",-0.19982583496139153,-0.20429647976368925,-0.19486034784040446,-0.19966088752182842,0.003854050005018308,46
9.183823903401693,0.34039637892458535,0.19688773155212402,0.06511218439826102,128,0.01,0.0001,0.01,"{'batch_size': 128, 'l1_reg': 0.01, 'l2_reg': 0.0001, 'learning_rate': 0.01}",-0.19801712579441533,-0.1985557979432651,-0.1927414785243447,-0.1964381340873417,0.0026231645881217825,22
8.423196951548258,0.595745926761729,0.14996623992919922,0.01482974558868194,128,0.01,0.0001,0.001,"{'batch_size': 128, 'l1_reg': 0.01, 'l2_reg': 0.0001, 'learning_rate': 0.001}",-0.23097817458026385,-0.2319740533375023,-0.22333528362461624,-0.22876250384746077,0.003859100338612557,79
9.162465572357178,0.6560869529515455,0.14510615666707358,0.014797856164922933,128,0.01,0.0001,0.0001,"{'batch_size': 128, 'l1_reg': 0.01, 'l2_reg': 0.0001, 'learning_rate': 0.0001}",-2.902463439286999,-3.0802147265972097,-3.144829946136957,-3.0425027040070547,0.10247610582161074,106
8.422624905904135,0.2192435613030176,0.13724231719970703,0.0073995951365547295,128,0.001,0.01,0.1,"{'batch_size': 128, 'l1_reg': 0.001, 'l2_reg': 0.01, 'learning_rate': 0.1}",-0.2193552791094553,-0.19950987296935738,-0.1917596362943315,-0.20354159612438139,0.011620985881701004,65
9.105631271998087,0.6011978148981935,0.14478429158528647,0.005385464637858264,128,0.001,0.01,0.01,"{'batch_size': 128, 'l1_reg': 0.001, 'l2_reg': 0.01, 'learning_rate': 0.01}",-0.20138726135141866,-0.2035983282966632,-0.21238630354379417,-0.20579063106395867,0.004750394780438975,69
9.2820352713267,0.2782647190513338,0.14814209938049316,0.009513268728578106,128,0.001,0.01,0.001,"{'batch_size': 128, 'l1_reg': 0.001, 'l2_reg': 0.01, 'learning_rate': 0.001}",-0.20254327203824574,-0.20540762308133687,-0.20521690413557406,-0.20438926641838553,0.0013076352365240745,68
8.999246756235758,0.19736832973924703,0.1542971134185791,0.016645582868723512,128,0.001,0.01,0.0001,"{'batch_size': 128, 'l1_reg': 0.001, 'l2_reg': 0.01, 'learning_rate': 0.0001}",-2.8187596745964547,-2.679221287863827,-2.707992264203471,-2.7353244088879176,0.060155492643508064,105
8.794777870178223,0.08174912954573285,0.14727393786112467,0.013632880486454776,128,0.001,0.001,0.1,"{'batch_size': 128, 'l1_reg': 0.001, 'l2_reg': 0.001, 'learning_rate': 0.1}",-0.19581714624913618,-0.199110954313468,-0.20176837389388327,-0.19889882481882915,0.0024342044301677306,38
9.58789332707723,0.6713778782542223,0.14056881268819174,0.008535219503313533,128,0.001,0.001,0.01,"{'batch_size': 128, 'l1_reg': 0.001, 'l2_reg': 0.001, 'learning_rate': 0.01}",-0.1951170797653472,-0.20274474926882044,-0.1958687420272122,-0.19791019035379329,0.0034322945644888413,27
