단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명,건설수주_건축(단위 백만원),건설수주_주택(단위 백만원),매매가격지수(아파트),경상수지(백만불),무역수지(백만불),대출금액(아파트)(억원),대출잔액(아파트)(억원),서울_신규_분양세대(단위: 세대),아파트 동(호)수_(단위: 호),아파트 건물면적_(천),생산자물가지수 총지수 ,전규모(1인이상) 전체임금총액[원],소비자물가지수 총지수 ,"소비자물가지수 주택, 수도, 전기 및 연료",가계대출 (연리%),경기종합지수(2020=100),경제활동인구_ 실업률(단위: %),경제활동인구_고용률(단위: %),경제활동인구_취업자(단위: 천명),국제 주요국 주가지수(KOSPI),예금은행 대출금리(신규취급액 기준)_대출평균(연%),예금은행 대출금리(잔액 기준)_총대출(연리%),주택매매가격지수(KB)_서울,소비자물가지수_총지수(가중치:1000?),"원화의 대미달러, 원화의 대위안/대엔 환율(원/달러(종가)_원",경기종합지수,평당가
개포래미안포레스트,74.66,202101,17,"245,000",7,2020,개포로 264,"10,589,107","6,436,523",97,"5,762","3,550","25,979.03","22,748.79",234,5945,443606.1,105.05,3877199,101.04,100.35,2.83,103.8,5.7,57.4,"25,818","2,976.21",2.72,2.8,89.828,101.04,"1,099.03",103.8,10848.09202
개포래미안포레스트,59.92,202105,22,"198,500",18,2020,개포로 264,"11,699,841","5,568,538",99,"11,307","2,814","21,924.71","19,920.09",360,5090,378668,108.65,3418087,102.05,101.44,2.89,106.3,4,61.2,"27,550","3,203.92",2.72,2.78,93.144,102.05,"1,123.39",106.3,10951.25693
개포래미안포레스트,49.92,202105,22,"180,000",7,2020,개포로 264,"11,699,841","5,568,538",99,"11,307","2,814","21,924.71","19,920.09",360,5090,378668,108.65,3418087,102.05,101.44,2.89,106.3,4,61.2,"27,550","3,203.92",2.72,2.78,93.144,102.05,"1,123.39",106.3,11919.91587
개포래미안포레스트,59.92,202105,22,"198,500",18,2020,개포로 264,"11,699,841","5,568,538",99,"11,307","2,814","21,924.71","19,920.09",360,5090,378668,108.65,3418087,102.05,101.44,2.89,106.3,4,61.2,"27,550","3,203.92",2.72,2.78,93.144,102.05,"1,123.39",106.3,10951.25693
개포래미안포레스트,49.92,202105,22,"180,000",7,2020,개포로 264,"11,699,841","5,568,538",99,"11,307","2,814","21,924.71","19,920.09",360,5090,378668,108.65,3418087,102.05,101.44,2.89,106.3,4,61.2,"27,550","3,203.92",2.72,2.78,93.144,102.05,"1,123.39",106.3,11919.91587
개포래미안포레스트,59.92,202105,31,"205,000",5,2020,개포로 264,"11,699,841","5,568,538",99,"11,307","2,814","21,924.71","19,920.09",360,5090,378668,108.65,3418087,102.05,101.44,2.89,106.3,4,61.2,"27,550","3,203.92",2.72,2.78,93.144,102.05,"1,123.39",106.3,11309.86232
개포래미안포레스트,59.92,202106,13,"210,000",5,2020,개포로 264,"15,448,828","8,843,858",100,"9,972","4,350","18,224.72","16,643.16",48,4240,299776.4,109.22,3492441,102.05,101.61,2.92,106.9,3.8,61.3,"27,637","3,296.68",2.77,2.77,94.084,102.05,"1,121.99",106.9,11585.71262
개포래미안포레스트,59.92,202106,13,"210,000",5,2020,개포로 264,"15,448,828","8,843,858",100,"9,972","4,350","18,224.72","16,643.16",48,4240,299776.4,109.22,3492441,102.05,101.61,2.92,106.9,3.8,61.3,"27,637","3,296.68",2.77,2.77,94.084,102.05,"1,121.99",106.9,11585.71262
개포래미안포레스트,49.92,202106,15,"185,000",6,2020,개포로 264,"15,448,828","8,843,858",100,"9,972","4,350","18,224.72","16,643.16",48,4240,299776.4,109.22,3492441,102.05,101.61,2.92,106.9,3.8,61.3,"27,637","3,296.68",2.77,2.77,94.084,102.05,"1,121.99",106.9,12251.02464
개포래미안포레스트,74.66,202108,17,"250,000",11,2020,개포로 264,"13,557,522","6,564,711",101.7,"6,701","1,584","19,961.45","18,651.12",349,5054,365809.7,110.86,3521416,102.75,100.78,3.1,107.2,2.6,61.2,"27,603","3,199.27",2.87,2.79,96.163,102.75,"1,161.10",107.2,11069.48165
개포래미안포레스트,59.92,202108,21,"199,500",6,2020,개포로 264,"13,557,522","6,564,711",101.7,"6,701","1,584","19,961.45","18,651.12",349,5054,365809.7,110.86,3521416,102.75,100.78,3.1,107.2,2.6,61.2,"27,603","3,199.27",2.87,2.79,96.163,102.75,"1,161.10",107.2,11006.42699
개포래미안포레스트,84.86,202108,25,"285,000",24,2020,개포로 264,"13,557,522","6,564,711",101.7,"6,701","1,584","19,961.45","18,651.12",349,5054,365809.7,110.86,3521416,102.75,100.78,3.1,107.2,2.6,61.2,"27,603","3,199.27",2.87,2.79,96.163,102.75,"1,161.10",107.2,11102.40573
개포래미안포레스트,84.86,202108,31,"275,000",5,2020,개포로 264,"13,557,522","6,564,711",101.7,"6,701","1,584","19,961.45","18,651.12",349,5054,365809.7,110.86,3521416,102.75,100.78,3.1,107.2,2.6,61.2,"27,603","3,199.27",2.87,2.79,96.163,102.75,"1,161.10",107.2,10712.84763
개포래미안포레스트,96.91,202109,4,"310,000",7,2020,개포로 264,"12,260,118","7,540,232",102.7,"9,510","4,278","19,440.64","18,239.92",593,3874,286551,111.27,3961463,103.17,102.28,3.18,107.1,2.7,61.3,"27,683","3,068.82",2.96,2.83,97.624,103.17,"1,170.43",107.1,10574.70746
개포래미안포레스트,84.86,202109,8,"278,000",4,2020,개포로 264,"12,260,118","7,540,232",102.7,"9,510","4,278","19,440.64","18,239.92",593,3874,286551,111.27,3961463,103.17,102.28,3.18,107.1,2.7,61.3,"27,683","3,068.82",2.96,2.83,97.624,103.17,"1,170.43",107.1,10829.71506
개포래미안포레스트,74.66,202109,16,"253,000",2,2020,개포로 264,"12,260,118","7,540,232",102.7,"9,510","4,278","19,440.64","18,239.92",593,3874,286551,111.27,3961463,103.17,102.28,3.18,107.1,2.7,61.3,"27,683","3,068.82",2.96,2.83,97.624,103.17,"1,170.43",107.1,11202.31543
개포래미안포레스트,59.92,202109,17,"210,000",8,2020,개포로 264,"12,260,118","7,540,232",102.7,"9,510","4,278","19,440.64","18,239.92",593,3874,286551,111.27,3961463,103.17,102.28,3.18,107.1,2.7,61.3,"27,683","3,068.82",2.96,2.83,97.624,103.17,"1,170.43",107.1,11585.71262
개포래미안포레스트,84.83,202109,24,"297,000",7,2020,개포로 264,"12,260,118","7,540,232",102.7,"9,510","4,278","19,440.64","18,239.92",593,3874,286551,111.27,3961463,103.17,102.28,3.18,107.1,2.7,61.3,"27,683","3,068.82",2.96,2.83,97.624,103.17,"1,170.43",107.1,11573.96711
개포래미안포레스트,84.86,202109,28,"272,000",3,2020,개포로 264,"12,260,118","7,540,232",102.7,"9,510","4,278","19,440.64","18,239.92",593,3874,286551,111.27,3961463,103.17,102.28,3.18,107.1,2.7,61.3,"27,683","3,068.82",2.96,2.83,97.624,103.17,"1,170.43",107.1,10595.9802
개포래미안포레스트,59.92,202110,9,"224,900",9,2020,개포로 264,"12,431,593","7,449,740",103.5,"7,904","1,812","19,290.86","18,114.18",77,2839,207742.6,112.43,3455238,103.35,102.87,3.46,107.1,2.8,61.4,"27,741","2,970.68",3.07,2.89,98.696,103.35,"1,181.87",107.1,12407.74651
개포래미안포레스트,49.92,202110,13,"185,000",5,2020,개포로 264,"12,431,593","7,449,740",103.5,"7,904","1,812","19,290.86","18,114.18",77,2839,207742.6,112.43,3455238,103.35,102.87,3.46,107.1,2.8,61.4,"27,741","2,970.68",3.07,2.89,98.696,103.35,"1,181.87",107.1,12251.02464
개포래미안포레스트,59.92,202110,20,"220,000",15,2020,개포로 264,"12,431,593","7,449,740",103.5,"7,904","1,812","19,290.86","18,114.18",77,2839,207742.6,112.43,3455238,103.35,102.87,3.46,107.1,2.8,61.4,"27,741","2,970.68",3.07,2.89,98.696,103.35,"1,181.87",107.1,12137.41322
래미안블레스티지,59.888,202101,7,"200,000",2,2019,선릉로 8,"10,589,107","6,436,523",97,"5,762","3,550","25,979.03","22,748.79",234,5945,443606.1,105.05,3877199,101.04,100.35,2.83,103.8,5.7,57.4,"25,818","2,976.21",2.72,2.8,89.828,101.04,"1,099.03",103.8,11039.90783
래미안블레스티지,84.943,202101,14,"267,000",6,2019,선릉로 8,"10,589,107","6,436,523",97,"5,762","3,550","25,979.03","22,748.79",234,5945,443606.1,105.05,3877199,101.04,100.35,2.83,103.8,5.7,57.4,"25,818","2,976.21",2.72,2.8,89.828,101.04,"1,099.03",103.8,10391.03787
래미안블레스티지,84.94,202101,18,"277,000",23,2019,선릉로 8,"10,589,107","6,436,523",97,"5,762","3,550","25,979.03","22,748.79",234,5945,443606.1,105.05,3877199,101.04,100.35,2.83,103.8,5.7,57.4,"25,818","2,976.21",2.72,2.8,89.828,101.04,"1,099.03",103.8,10780.59607
래미안블레스티지,49.909,202102,6,"173,000",10,2019,선릉로 8,"10,479,357","5,379,397",97.7,"6,520","2,302","27,830.63","24,652.74",831,5435,405221.4,105.91,3950181,101.58,100.89,2.81,104.3,4.9,58.6,"26,365","3,012.95",2.74,2.8,90.856,101.58,"1,112.31",104.3,11458.88858
래미안블레스티지,84.943,202102,15,"251,000",1,2019,선릉로 8,"10,479,357","5,379,397",97.7,"6,520","2,302","27,830.63","24,652.74",831,5435,405221.4,105.91,3950181,101.58,100.89,2.81,104.3,4.9,58.6,"26,365","3,012.95",2.74,2.8,90.856,101.58,"1,112.31",104.3,9768.353955
래미안블레스티지,59.967,202102,16,"210,000",9,2019,선릉로 8,"10,479,357","5,379,397",97.7,"6,520","2,302","27,830.63","24,652.74",831,5435,405221.4,105.91,3950181,101.58,100.89,2.81,104.3,4.9,58.6,"26,365","3,012.95",2.74,2.8,90.856,101.58,"1,112.31",104.3,11576.63215
래미안블레스티지,59.967,202102,22,"195,000",5,2019,선릉로 8,"10,479,357","5,379,397",97.7,"6,520","2,302","27,830.63","24,652.74",831,5435,405221.4,105.91,3950181,101.58,100.89,2.81,104.3,4.9,58.6,"26,365","3,012.95",2.74,2.8,90.856,101.58,"1,112.31",104.3,10749.72985
래미안블레스티지,84.94,202103,9,"277,000",23,2019,선릉로 8,"13,259,062","6,936,574",98.1,"6,689","3,948","27,308.99","24,377.98",55,4495,333976.7,107.04,3605594,101.84,101.18,2.88,104.9,4.3,59.8,"26,923","3,061.42",2.77,2.8,91.732,101.84,"1,131.06",104.9,10780.59607
래미안블레스티지,59.967,202103,10,"199,000",10,2019,선릉로 8,"13,259,062","6,936,574",98.1,"6,689","3,948","27,308.99","24,377.98",55,4495,333976.7,107.04,3605594,101.84,101.18,2.88,104.9,4.3,59.8,"26,923","3,061.42",2.77,2.8,91.732,101.84,"1,131.06",104.9,10970.23713
래미안블레스티지,59.967,202104,1,"214,500",5,2019,선릉로 8,"14,183,240","8,377,800",98.6,518,335,"24,472.18","22,055.92",281,4194,346821.5,108.06,3485974,101.98,101.17,2.91,105.6,4,60.4,"27,214","3,147.86",2.74,2.79,92.407,101.98,"1,118.32",105.6,11824.70284
래미안블레스티지,59.837,202104,13,"204,500",14,2019,선릉로 8,"14,183,240","8,377,800",98.6,518,335,"24,472.18","22,055.92",281,4194,346821.5,108.06,3485974,101.98,101.17,2.91,105.6,4,60.4,"27,214","3,147.86",2.74,2.79,92.407,101.98,"1,118.32",105.6,11297.92695
래미안블레스티지,84.94,202104,14,"268,000",25,2019,선릉로 8,"14,183,240","8,377,800",98.6,518,335,"24,472.18","22,055.92",281,4194,346821.5,108.06,3485974,101.98,101.17,2.91,105.6,4,60.4,"27,214","3,147.86",2.74,2.79,92.407,101.98,"1,118.32",105.6,10430.32399
래미안블레스티지,59.897,202105,8,"207,500",8,2019,선릉로 8,"11,699,841","5,568,538",99,"11,307","2,814","21,924.71","19,920.09",360,5090,378668,108.65,3418087,102.05,101.44,2.89,106.3,4,61.2,"27,550","3,203.92",2.72,2.78,93.144,102.05,"1,123.39",106.3,11452.18333
래미안블레스티지,84.95,202105,8,"275,000",7,2019,선릉로 8,"11,699,841","5,568,538",99,"11,307","2,814","21,924.71","19,920.09",360,5090,378668,108.65,3418087,102.05,101.44,2.89,106.3,4,61.2,"27,550","3,203.92",2.72,2.78,93.144,102.05,"1,123.39",106.3,10701.49794
래미안블레스티지,84.94,202105,18,"280,000",15,2019,선릉로 8,"11,699,841","5,568,538",99,"11,307","2,814","21,924.71","19,920.09",360,5090,378668,108.65,3418087,102.05,101.44,2.89,106.3,4,61.2,"27,550","3,203.92",2.72,2.78,93.144,102.05,"1,123.39",106.3,10897.35343
래미안블레스티지,99.979,202105,30,"360,000",18,2019,선릉로 8,"11,699,841","5,568,538",99,"11,307","2,814","21,924.71","19,920.09",360,5090,378668,108.65,3418087,102.05,101.44,2.89,106.3,4,61.2,"27,550","3,203.92",2.72,2.78,93.144,102.05,"1,123.39",106.3,11903.3437
래미안블레스티지,84.94,202106,9,"285,000",23,2019,선릉로 8,"15,448,828","8,843,858",100,"9,972","4,350","18,224.72","16,643.16",48,4240,299776.4,109.22,3492441,102.05,101.61,2.92,106.9,3.8,61.3,"27,637","3,296.68",2.77,2.77,94.084,102.05,"1,121.99",106.9,11091.94902
래미안블레스티지,126.928,202107,23,"436,000",18,2019,선릉로 8,"10,252,826","6,957,382",100.8,"7,387","1,786","19,292.07","17,834.47",86,4646,339826.2,110.28,3769134,102.26,100.52,2.98,107.1,3.2,61.3,"27,648","3,202.32",2.77,2.77,95.029,102.26,"1,145.14",107.1,11355.44907
래미안블레스티지,84.943,202107,24,"282,000",11,2019,선릉로 8,"10,252,826","6,957,382",100.8,"7,387","1,786","19,292.07","17,834.47",86,4646,339826.2,110.28,3769134,102.26,100.52,2.98,107.1,3.2,61.3,"27,648","3,202.32",2.77,2.77,95.029,102.26,"1,145.14",107.1,10974.80405
래미안블레스티지,84.94,202108,7,"289,000",19,2019,선릉로 8,"13,557,522","6,564,711",101.7,"6,701","1,584","19,961.45","18,651.12",349,5054,365809.7,110.86,3521416,102.75,100.78,3.1,107.2,2.6,61.2,"27,603","3,199.27",2.87,2.79,96.163,102.75,"1,161.10",107.2,11247.6255
래미안블레스티지,59.967,202108,14,"227,000",10,2019,선릉로 8,"13,557,522","6,564,711",101.7,"6,701","1,584","19,961.45","18,651.12",349,5054,365809.7,110.86,3521416,102.75,100.78,3.1,107.2,2.6,61.2,"27,603","3,199.27",2.87,2.79,96.163,102.75,"1,161.10",107.2,12513.78808
래미안블레스티지,59.967,202108,16,"224,500",4,2019,선릉로 8,"13,557,522","6,564,711",101.7,"6,701","1,584","19,961.45","18,651.12",349,5054,365809.7,110.86,3521416,102.75,100.78,3.1,107.2,2.6,61.2,"27,603","3,199.27",2.87,2.79,96.163,102.75,"1,161.10",107.2,12375.97103
래미안블레스티지,59.897,202108,19,"219,000",4,2019,선릉로 8,"13,557,522","6,564,711",101.7,"6,701","1,584","19,961.45","18,651.12",349,5054,365809.7,110.86,3521416,102.75,100.78,3.1,107.2,2.6,61.2,"27,603","3,199.27",2.87,2.79,96.163,102.75,"1,161.10",107.2,12086.88265
래미안블레스티지,59.897,202108,19,"219,000",4,2019,선릉로 8,"13,557,522","6,564,711",101.7,"6,701","1,584","19,961.45","18,651.12",349,5054,365809.7,110.86,3521416,102.75,100.78,3.1,107.2,2.6,61.2,"27,603","3,199.27",2.87,2.79,96.163,102.75,"1,161.10",107.2,12086.88265
래미안블레스티지,59.897,202108,21,"225,000",13,2019,선릉로 8,"13,557,522","6,564,711",101.7,"6,701","1,584","19,961.45","18,651.12",349,5054,365809.7,110.86,3521416,102.75,100.78,3.1,107.2,2.6,61.2,"27,603","3,199.27",2.87,2.79,96.163,102.75,"1,161.10",107.2,12418.03012
래미안블레스티지,84.94,202108,31,"298,000",35,2019,선릉로 8,"13,557,522","6,564,711",101.7,"6,701","1,584","19,961.45","18,651.12",349,5054,365809.7,110.86,3521416,102.75,100.78,3.1,107.2,2.6,61.2,"27,603","3,199.27",2.87,2.79,96.163,102.75,"1,161.10",107.2,11597.89757
래미안블레스티지,59.967,202108,31,"230,000",12,2019,선릉로 8,"13,557,522","6,564,711",101.7,"6,701","1,584","19,961.45","18,651.12",349,5054,365809.7,110.86,3521416,102.75,100.78,3.1,107.2,2.6,61.2,"27,603","3,199.27",2.87,2.79,96.163,102.75,"1,161.10",107.2,12679.16854
래미안블레스티지,49.909,202109,5,"179,000",6,2019,선릉로 8,"12,260,118","7,540,232",102.7,"9,510","4,278","19,440.64","18,239.92",593,3874,286551,111.27,3961463,103.17,102.28,3.18,107.1,2.7,61.3,"27,683","3,068.82",2.96,2.83,97.624,103.17,"1,170.43",107.1,11856.30668
래미안블레스티지,84.943,202109,5,"293,000",11,2019,선릉로 8,"12,260,118","7,540,232",102.7,"9,510","4,278","19,440.64","18,239.92",593,3874,286551,111.27,3961463,103.17,102.28,3.18,107.1,2.7,61.3,"27,683","3,068.82",2.96,2.83,97.624,103.17,"1,170.43",107.1,11402.89924
래미안블레스티지,84.943,202109,17,"295,000",12,2019,선릉로 8,"12,260,118","7,540,232",102.7,"9,510","4,278","19,440.64","18,239.92",593,3874,286551,111.27,3961463,103.17,102.28,3.18,107.1,2.7,61.3,"27,683","3,068.82",2.96,2.83,97.624,103.17,"1,170.43",107.1,11480.73473
래미안블레스티지,84.94,202110,9,"320,000",28,2019,선릉로 8,"12,431,593","7,449,740",103.5,"7,904","1,812","19,290.86","18,114.18",77,2839,207742.6,112.43,3455238,103.35,102.87,3.46,107.1,2.8,61.4,"27,741","2,970.68",3.07,2.89,98.696,103.35,"1,181.87",107.1,12454.1182
래미안블레스티지,59.888,202111,11,"230,000",7,2019,선릉로 8,"12,399,581","6,890,717",104.1,"6,592","2,973","16,394.80","15,353.94",202,2305,159525,113.23,3429543,103.87,103.11,3.61,107.1,2.6,61.5,"27,795","2,839.01",3.23,2.96,99.42,103.87,"1,183.37",107.1,12695.894
래미안블레스티지,84.94,202112,31,"316,000",16,2019,선릉로 8,"18,583,374","11,506,332",104.4,"6,365",-426,"12,220.34","11,482.44",60,1634,116969.1,113.21,4304510,104.04,103.4,3.66,107.3,3.5,60.4,"27,298","2,977.65",3.25,3.04,99.787,104.04,"1,183.78",107.3,12298.44172
래미안대치팰리스,151.31,202104,1,"535,000",25,2015,삼성로51길 35,"14,183,240","8,377,800",98.6,518,335,"24,472.18","22,055.92",281,4194,346821.5,108.06,3485974,101.98,101.17,2.91,105.6,4,60.4,"27,214","3,147.86",2.74,2.79,92.407,101.98,"1,118.32",105.6,11688.57081
래미안대치팰리스,84.97,202105,1,"303,000",6,2015,삼성로51길 37,"11,699,841","5,568,538",99,"11,307","2,814","21,924.71","19,920.09",360,5090,378668,108.65,3418087,102.05,101.44,2.89,106.3,4,61.2,"27,550","3,203.92",2.72,2.78,93.144,102.05,"1,123.39",106.3,11788.32965
래미안대치팰리스,84.98,202105,22,"304,000",2,2015,삼성로51길 37,"11,699,841","5,568,538",99,"11,307","2,814","21,924.71","19,920.09",360,5090,378668,108.65,3418087,102.05,101.44,2.89,106.3,4,61.2,"27,550","3,203.92",2.72,2.78,93.144,102.05,"1,123.39",106.3,11825.84326
래미안대치팰리스,84.99,202105,29,"304,000",10,2015,삼성로51길 37,"11,699,841","5,568,538",99,"11,307","2,814","21,924.71","19,920.09",360,5090,378668,108.65,3418087,102.05,101.44,2.89,106.3,4,61.2,"27,550","3,203.92",2.72,2.78,93.144,102.05,"1,123.39",106.3,11824.45182
래미안대치팰리스,114.15,202106,3,"440,000",21,2015,삼성로51길 37,"15,448,828","8,843,858",100,"9,972","4,350","18,224.72","16,643.16",48,4240,299776.4,109.22,3492441,102.05,101.61,2.92,106.9,3.8,61.3,"27,637","3,296.68",2.77,2.77,94.084,102.05,"1,121.99",106.9,12742.42313
래미안대치팰리스,84.97,202106,18,"312,000",17,2015,삼성로51길 37,"15,448,828","8,843,858",100,"9,972","4,350","18,224.72","16,643.16",48,4240,299776.4,109.22,3492441,102.05,101.61,2.92,106.9,3.8,61.3,"27,637","3,296.68",2.77,2.77,94.084,102.05,"1,121.99",106.9,12138.47805
래미안대치팰리스,94.5,202107,9,"369,000",19,2015,삼성로51길 37,"10,252,826","6,957,382",100.8,"7,387","1,786","19,292.07","17,834.47",86,4646,339826.2,110.28,3769134,102.26,100.52,2.98,107.1,3.2,61.3,"27,648","3,202.32",2.77,2.77,95.029,102.26,"1,145.14",107.1,12908.32286
래미안대치팰리스,84.99,202107,14,"308,000",5,2015,삼성로51길 37,"10,252,826","6,957,382",100.8,"7,387","1,786","19,292.07","17,834.47",86,4646,339826.2,110.28,3769134,102.26,100.52,2.98,107.1,3.2,61.3,"27,648","3,202.32",2.77,2.77,95.029,102.26,"1,145.14",107.1,11980.03671
래미안대치팰리스,94.49,202108,20,"371,000",12,2015,삼성로51길 37,"13,557,522","6,564,711",101.7,"6,701","1,584","19,961.45","18,651.12",349,5054,365809.7,110.86,3521416,102.75,100.78,3.1,107.2,2.6,61.2,"27,603","3,199.27",2.87,2.79,96.163,102.75,"1,161.10",107.2,12979.66018
래미안대치팰리스,94.49,202110,9,"375,000",4,2015,삼성로51길 37,"12,431,593","7,449,740",103.5,"7,904","1,812","19,290.86","18,114.18",77,2839,207742.6,112.43,3455238,103.35,102.87,3.46,107.1,2.8,61.4,"27,741","2,970.68",3.07,2.89,98.696,103.35,"1,181.87",107.1,13119.6026
래미안대치팰리스,94.5,202110,18,"390,000",28,2015,삼성로51길 37,"12,431,593","7,449,740",103.5,"7,904","1,812","19,290.86","18,114.18",77,2839,207742.6,112.43,3455238,103.35,102.87,3.46,107.1,2.8,61.4,"27,741","2,970.68",3.07,2.89,98.696,103.35,"1,181.87",107.1,13642.94286
래미안대치팰리스,84.99,202110,23,"321,000",2,2015,삼성로51길 35,"12,431,593","7,449,740",103.5,"7,904","1,812","19,290.86","18,114.18",77,2839,207742.6,112.43,3455238,103.35,102.87,3.46,107.1,2.8,61.4,"27,741","2,970.68",3.07,2.89,98.696,103.35,"1,181.87",107.1,12485.68761
래미안대치팰리스,94.49,202111,12,"385,000",15,2015,삼성로51길 37,"12,399,581","6,890,717",104.1,"6,592","2,973","16,394.80","15,353.94",202,2305,159525,113.23,3429543,103.87,103.11,3.61,107.1,2.6,61.5,"27,795","2,839.01",3.23,2.96,99.42,103.87,"1,183.37",107.1,13469.45867
래미안대치팰리스,91.89,202112,7,"330,000",18,2015,삼성로51길 35,"18,583,374","11,506,332",104.4,"6,365",-426,"12,220.34","11,482.44",60,1634,116969.1,113.21,4304510,104.04,103.4,3.66,107.3,3.5,60.4,"27,298","2,977.65",3.25,3.04,99.787,104.04,"1,183.78",107.3,11871.91969
래미안대치팰리스,94.49,202112,14,"375,000",4,2015,삼성로51길 37,"18,583,374","11,506,332",104.4,"6,365",-426,"12,220.34","11,482.44",60,1634,116969.1,113.21,4304510,104.04,103.4,3.66,107.3,3.5,60.4,"27,298","2,977.65",3.25,3.04,99.787,104.04,"1,183.78",107.3,13119.6026
래미안대치팰리스,94.49,202112,15,"405,000",25,2015,삼성로51길 37,"18,583,374","11,506,332",104.4,"6,365",-426,"12,220.34","11,482.44",60,1634,116969.1,113.21,4304510,104.04,103.4,3.66,107.3,3.5,60.4,"27,298","2,977.65",3.25,3.04,99.787,104.04,"1,183.78",107.3,14169.17081
래미안대치하이스턴,110.39,202104,30,"285,000",10,1989,도곡로93길 12,"14,183,240","8,377,800",98.6,518,335,"24,472.18","22,055.92",281,4194,346821.5,108.06,3485974,101.98,101.17,2.91,105.6,4,60.4,"27,214","3,147.86",2.74,2.79,92.407,101.98,"1,118.32",105.6,8534.741824
래미안대치하이스턴,110.39,202105,26,"300,000",13,1989,도곡로93길 12,"11,699,841","5,568,538",99,"11,307","2,814","21,924.71","19,920.09",360,5090,378668,108.65,3418087,102.05,101.44,2.89,106.3,4,61.2,"27,550","3,203.92",2.72,2.78,93.144,102.05,"1,123.39",106.3,8983.938763
래미안대치하이스턴,110.39,202108,10,"300,000",16,1989,도곡로93길 12,"13,557,522","6,564,711",101.7,"6,701","1,584","19,961.45","18,651.12",349,5054,365809.7,110.86,3521416,102.75,100.78,3.1,107.2,2.6,61.2,"27,603","3,199.27",2.87,2.79,96.163,102.75,"1,161.10",107.2,8983.938763
래미안도곡카운티,106.39,202103,5,"280,000",13,2016,도곡로 320,"13,259,062","6,936,574",98.1,"6,689","3,948","27,308.99","24,377.98",55,4495,333976.7,107.04,3605594,101.84,101.18,2.88,104.9,4.3,59.8,"26,923","3,061.42",2.77,2.8,91.732,101.84,"1,131.06",104.9,8700.265063
래미안도곡카운티,106.78,202104,8,"289,000",3,2016,도곡로 320,"14,183,240","8,377,800",98.6,518,335,"24,472.18","22,055.92",281,4194,346821.5,108.06,3485974,101.98,101.17,2.91,105.6,4,60.4,"27,214","3,147.86",2.74,2.79,92.407,101.98,"1,118.32",105.6,8947.118468
래미안도곡카운티,71.85,202104,24,"235,000",10,2016,도곡로 320,"14,183,240","8,377,800",98.6,518,335,"24,472.18","22,055.92",281,4194,346821.5,108.06,3485974,101.98,101.17,2.91,105.6,4,60.4,"27,214","3,147.86",2.74,2.79,92.407,101.98,"1,118.32",105.6,10812.25678
래미안도곡카운티,106.78,202104,30,"320,000",15,2016,도곡로 320,"14,183,240","8,377,800",98.6,518,335,"24,472.18","22,055.92",281,4194,346821.5,108.06,3485974,101.98,101.17,2.91,105.6,4,60.4,"27,214","3,147.86",2.74,2.79,92.407,101.98,"1,118.32",105.6,9906.843978
래미안도곡카운티,106.39,202105,29,"317,000",4,2016,도곡로 320,"11,699,841","5,568,538",99,"11,307","2,814","21,924.71","19,920.09",360,5090,378668,108.65,3418087,102.05,101.44,2.89,106.3,4,61.2,"27,550","3,203.92",2.72,2.78,93.144,102.05,"1,123.39",106.3,9849.942946
래미안도곡카운티,59.98,202106,5,"230,000",19,2016,도곡로 320,"15,448,828","8,843,858",100,"9,972","4,350","18,224.72","16,643.16",48,4240,299776.4,109.22,3492441,102.05,101.61,2.92,106.9,3.8,61.3,"27,637","3,296.68",2.77,2.77,94.084,102.05,"1,121.99",106.9,12676.42047
래미안도곡카운티,84.67,202106,5,"280,000",16,2016,도곡로 320,"15,448,828","8,843,858",100,"9,972","4,350","18,224.72","16,643.16",48,4240,299776.4,109.22,3492441,102.05,101.61,2.92,106.9,3.8,61.3,"27,637","3,296.68",2.77,2.77,94.084,102.05,"1,121.99",106.9,10932.10346
래미안도곡카운티,59.98,202106,10,"230,000",15,2016,도곡로 320,"15,448,828","8,843,858",100,"9,972","4,350","18,224.72","16,643.16",48,4240,299776.4,109.22,3492441,102.05,101.61,2.92,106.9,3.8,61.3,"27,637","3,296.68",2.77,2.77,94.084,102.05,"1,121.99",106.9,12676.42047
래미안도곡카운티,84.67,202106,12,"270,000",18,2016,도곡로 320,"15,448,828","8,843,858",100,"9,972","4,350","18,224.72","16,643.16",48,4240,299776.4,109.22,3492441,102.05,101.61,2.92,106.9,3.8,61.3,"27,637","3,296.68",2.77,2.77,94.084,102.05,"1,121.99",106.9,10541.67119
래미안도곡카운티,106.39,202107,8,"320,000",15,2016,도곡로 320,"10,252,826","6,957,382",100.8,"7,387","1,786","19,292.07","17,834.47",86,4646,339826.2,110.28,3769134,102.26,100.52,2.98,107.1,3.2,61.3,"27,648","3,202.32",2.77,2.77,95.029,102.26,"1,145.14",107.1,9943.160071
래미안도곡카운티,71.85,202111,27,"280,000",4,2016,도곡로 320,"12,399,581","6,890,717",104.1,"6,592","2,973","16,394.80","15,353.94",202,2305,159525,113.23,3429543,103.87,103.11,3.61,107.1,2.6,61.5,"27,795","2,839.01",3.23,2.96,99.42,103.87,"1,183.37",107.1,12882.68894
