단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명,건설수주_건축(단위 백만원),건설수주_주택(단위 백만원),매매가격지수(아파트),경상수지(백만불),무역수지(백만불),대출금액(아파트)(억원),대출잔액(아파트)(억원),서울_신규_분양세대(단위: 세대),아파트 동(호)수_(단위: 호),아파트 건물면적_(천),생산자물가지수 총지수 ,전규모(1인이상) 전체임금총액[원],소비자물가지수 총지수 ,"소비자물가지수 주택, 수도, 전기 및 연료",가계대출 (연리%),경기종합지수(2020=100),경제활동인구_ 실업률(단위: %),경제활동인구_고용률(단위: %),경제활동인구_취업자(단위: 천명),국제 주요국 주가지수(KOSPI),예금은행 대출금리(신규취급액 기준)_대출평균(연%),예금은행 대출금리(잔액 기준)_총대출(연리%),주택매매가격지수(KB)_서울,소비자물가지수_총지수(가중치:1000?),"원화의 대미달러, 원화의 대위안/대엔 환율(원/달러(종가)_원",경기종합지수,평당가
래미안솔베뉴,59.25,202007,6,"115,140",15,2019,양재대로 1650,"11,356,788","8,224,240",95.3,"7,226","3,936","15,551.16","12,769.83","10,807",16002,1229084.3,102.71,3526470,99.63,98.14,2.62,99.6,4,60.5,"27,106","2,249.37",2.7,2.98,82.943,99.63,"1,198.86",99.6,6424.112415
래미안솔베뉴,49.66,202007,6,"97,732",6,2019,양재대로 1650,"11,356,788","8,224,240",95.3,"7,226","3,936","15,551.16","12,769.83","10,807",16002,1229084.3,102.71,3526470,99.63,98.14,2.62,99.6,4,60.5,"27,106","2,249.37",2.7,2.98,82.943,99.63,"1,198.86",99.6,6505.869277
래미안솔베뉴,84.68,202007,6,"155,111",28,2019,양재대로 1650,"11,356,788","8,224,240",95.3,"7,226","3,936","15,551.16","12,769.83","10,807",16002,1229084.3,102.71,3526470,99.63,98.14,2.62,99.6,4,60.5,"27,106","2,249.37",2.7,2.98,82.943,99.63,"1,198.86",99.6,6055.318761
래미안솔베뉴,78.84,202007,6,"137,257",2,2019,양재대로 1650,"11,356,788","8,224,240",95.3,"7,226","3,936","15,551.16","12,769.83","10,807",16002,1229084.3,102.71,3526470,99.63,98.14,2.62,99.6,4,60.5,"27,106","2,249.37",2.7,2.98,82.943,99.63,"1,198.86",99.6,5755.23615
래미안솔베뉴,59.11,202007,8,"124,500",17,2019,양재대로 1650,"11,356,788","8,224,240",95.3,"7,226","3,936","15,551.16","12,769.83","10,807",16002,1229084.3,102.71,3526470,99.63,98.14,2.62,99.6,4,60.5,"27,106","2,249.37",2.7,2.98,82.943,99.63,"1,198.86",99.6,6962.79572
래미안솔베뉴,59.32,202007,9,"117,000",12,2019,양재대로 1650,"11,356,788","8,224,240",95.3,"7,226","3,936","15,551.16","12,769.83","10,807",16002,1229084.3,102.71,3526470,99.63,98.14,2.62,99.6,4,60.5,"27,106","2,249.37",2.7,2.98,82.943,99.63,"1,198.86",99.6,6520.185941
래미안솔베뉴,59.11,202007,17,"119,000",9,2019,양재대로 1650,"11,356,788","8,224,240",95.3,"7,226","3,936","15,551.16","12,769.83","10,807",16002,1229084.3,102.71,3526470,99.63,98.14,2.62,99.6,4,60.5,"27,106","2,249.37",2.7,2.98,82.943,99.63,"1,198.86",99.6,6655.202335
래미안솔베뉴,84.63,202007,20,"160,000",11,2019,양재대로 1650,"11,356,788","8,224,240",95.3,"7,226","3,936","15,551.16","12,769.83","10,807",16002,1229084.3,102.71,3526470,99.63,98.14,2.62,99.6,4,60.5,"27,106","2,249.37",2.7,2.98,82.943,99.63,"1,198.86",99.6,6249.868841
래미안솔베뉴,59.11,202007,25,"118,500",2,2019,양재대로 1650,"11,356,788","8,224,240",95.3,"7,226","3,936","15,551.16","12,769.83","10,807",16002,1229084.3,102.71,3526470,99.63,98.14,2.62,99.6,4,60.5,"27,106","2,249.37",2.7,2.98,82.943,99.63,"1,198.86",99.6,6627.2393
래미안솔베뉴,59.11,202007,28,"118,000",12,2019,양재대로 1650,"11,356,788","8,224,240",95.3,"7,226","3,936","15,551.16","12,769.83","10,807",16002,1229084.3,102.71,3526470,99.63,98.14,2.62,99.6,4,60.5,"27,106","2,249.37",2.7,2.98,82.943,99.63,"1,198.86",99.6,6599.276265
래미안솔베뉴,59.11,202008,7,"123,000",20,2019,양재대로 1650,"11,166,912","8,580,561",95.8,"6,589","3,651","18,465.76","15,562.04",0,6880,537332.1,103.22,3378692,100.19,98.46,2.55,100.4,3.1,60.4,"27,085","2,326.17",2.63,2.92,84.189,100.19,"1,186.26",100.4,6878.906615
래미안솔베뉴,59.11,202008,8,"127,500",18,2019,양재대로 1650,"11,166,912","8,580,561",95.8,"6,589","3,651","18,465.76","15,562.04",0,6880,537332.1,103.22,3378692,100.19,98.46,2.55,100.4,3.1,60.4,"27,085","2,326.17",2.63,2.92,84.189,100.19,"1,186.26",100.4,7130.57393
래미안솔베뉴,59.11,202008,11,"120,000",6,2019,양재대로 1650,"11,166,912","8,580,561",95.8,"6,589","3,651","18,465.76","15,562.04",0,6880,537332.1,103.22,3378692,100.19,98.46,2.55,100.4,3.1,60.4,"27,085","2,326.17",2.63,2.92,84.189,100.19,"1,186.26",100.4,6711.128405
